Domain,Vertical,AF Lev.1,AF Lev.2,Rephrased Function Name,Function ID,UID
Enterprise Domain,Assurance,Enterprise Revenue Assurance,Revenue Assurance Management,Revenue Assurance Control,758,3082
Enterprise Domain,Assurance,Enterprise Revenue Assurance,Revenue Assurance Problem Management,Revenue Assurance Problem Management,759,3083
Enterprise Domain,Assurance,Enterprise Revenue Assurance,Revenue Assurance Problem Management,Revenue Assurance Problem Tracking,760,3084
Enterprise Domain,Assurance,Enterprise Revenue Assurance,Revenue Assurance Problem Management,Revenue Assurance Problem Resolution Verification,761,3085
Enterprise Domain,Assurance,Enterprise Revenue Assurance,Revenue Assurance Management,Revenue Assurance Data Collection,762,3086
Enterprise Domain,Assurance,Enterprise Revenue Assurance,Revenue Assurance Problem Management,Revenue Assurance Anomaly Monitoring,763,3087
Enterprise Domain,Assurance,Enterprise Revenue Assurance,Revenue Assurance Problem Management,Revenue Assurance Anomaly Analyzing,764,3088
Enterprise Domain,Assurance,Enterprise Revenue Assurance,Revenue Assurance Problem Management,Revenue Assurance Correction Initiation,765,3089
Enterprise Domain,Assurance,Enterprise Revenue Assurance,Revenue Assurance Problem Management,Revenue Assurance Recovery Initiation,766,3090
Enterprise Domain,Assurance,Enterprise Revenue Assurance,Revenue Assurance Management,Revenue Assurance Reporting,767,3091
Enterprise Domain,Billing,Human Resource Expense Management,Payroll Management,Payroll Wage Calculation,768,3092
Enterprise Domain,Billing,Human Resource Expense Management,Payroll Management,Payroll Salary Calculation,769,3093
Enterprise Domain,Billing,Human Resource Expense Management,Payroll Management,Payroll Withholdings and Deductions Calculation,770,3094
Enterprise Domain,Billing,Human Resource Expense Management,Payroll Management,Paycheck Generation,771,3095
Enterprise Domain,Billing,Human Resource Expense Management,Payroll Management,Payroll Reporting,772,3096
Enterprise Domain,"Assurance,Operations Readiness & Support",Human Resource Assurance,Human Resource Performance Management,Personnel Performance Goal Setting,773,3097
Enterprise Domain,"Assurance,Operations Readiness & Support",Human Resource Assurance,Human Resource Performance Management,Personnel Performance Goal Analyzing,774,3098
Enterprise Domain,"Assurance,Operations Readiness & Support",Human Resource Assurance,Human Resource Performance Management,Personnel Performance Feedback Management,775,3099
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Regulatory Rules Management,Regulatory Rules Application Tracking,Governmental & Regulatory Tracking,776,3100
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Regulatory Rules Management,Regulatory Rules Application Tracking,Governmental & Regulatory Reporting,777,3101
Enterprise Domain,"Assurance,Billing,Fulfillment,Strategy Management","Human Resource Administration, Compensation and Benefits Management",Working Time Management,Time Attendance Management,778,3102
Enterprise Domain,"Assurance,Billing,Fulfillment,Strategy Management","Human Resource Administration, Compensation and Benefits Management",Working Time Management,Time & Attendance Reporting,779,3103
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Human Resource Human Capital Management,External and Internal (Mobility) Recruitment,Staff Recruiting Support,780,3104
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Human Resource Human Capital Management,External and Internal (Mobility) Recruitment,Staff Onboarding,781,3105
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Human Resource Human Capital Management,External and Internal (Mobility) Recruitment,Recruitment and Staffing Reporting,782,3106
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Human Resource Social Management,Ethics & Compliance Management,Ethics & Compliance Management,783,3107
Enterprise Domain,"Assurance,Billing,Fulfillment,Strategy Management","Human Resource Administration, Compensation and Benefits Management",Employee Repository Management,Employee Records Administration,784,3108
Enterprise Domain,"Assurance,Billing,Fulfillment,Strategy Management","Human Resource Administration, Compensation and Benefits Management",Employee Repository Management,Employee Records Search and Retrieval,785,3109
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Human Resource Human Capital Management,Evaluations and Career Management,Awards & Recognition Guideline Management,786,3110
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Human Resource Human Capital Management,Evaluations and Career Management,Awards & Recognition Assigning,787,3111
Enterprise Domain,"Assurance,Billing,Fulfillment,Strategy Management","Human Resource Administration, Compensation and Benefits Management",Individual Remuneration Policy Management,Salary Planning,788,3112
Enterprise Domain,"Assurance,Billing,Fulfillment,Strategy Management","Human Resource Administration, Compensation and Benefits Management",Individual Remuneration Policy Management,Salary Update and Compensation,789,3113
Enterprise Domain,"Assurance,Billing,Fulfillment,Strategy Management","Human Resource Administration, Compensation and Benefits Management",Individual Remuneration Policy Management,Salary Analytics and Reporting,790,3114
Enterprise Domain,"Assurance,Billing,Fulfillment,Strategy Management","Human Resource Administration, Compensation and Benefits Management",Human Resource Communication Management,Corporate Communications,791,3115
Enterprise Domain,"Assurance,Billing,Fulfillment,Strategy Management","Human Resource Administration, Compensation and Benefits Management",Human Resource Communication Management,Community Involvement Interaction Management,792,3116
Enterprise Domain,"Assurance,Billing,Fulfillment,Strategy Management","Human Resource Administration, Compensation and Benefits Management",Human Resource Administration,Labor Relations Support,793,3117
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Human Resource Human Capital Management,Training Management,Corporate Training Planning,794,3118
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Human Resource Human Capital Management,Training Management,Corporate Training Development,795,3119
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Human Resource Human Capital Management,Training Management,Corporate Training Analytics and Reporting,796,3120
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Human Resource Social Management,Social Protection Management,Employee Benefits Development,797,3121
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Human Resource Social Management,Social Protection Management,Employee Benefits Use Analyzing,798,3122
Enterprise Domain,Billing,Accounting Management,General Ledger,General Ledger Secure Access,799,3123
Enterprise Domain,Billing,Accounting Management,General Ledger,General Ledger Chart of Accounts Maintenance,800,3124
Enterprise Domain,Billing,Accounting Management,General Ledger,General Ledger Compliance,801,3125
Enterprise Domain,Billing,Accounting Management,General Ledger,General Ledger Integration,802,3126
Enterprise Domain,Billing,Accounting Management,General Ledger,Multi-ledger Financial Reporting,803,3127
Enterprise Domain,Billing,Accounting Management,General Ledger,General Ledger Transaction Retrieval,804,3128
Enterprise Domain,Billing,Accounting Management,General Ledger,General Ledger Month-end Closing,805,3129
Enterprise Domain,Billing,Accounting Management,General Ledger,Financial Reference Data Maintenance,806,3130
Enterprise Domain,Billing,Accounting Management,General Ledger,Financial Data Error Correction,807,3131
Enterprise Domain,Billing,Accounting Management,General Ledger,Financial Batch Validation,808,3132
Enterprise Domain,Billing,Accounting Management,General Ledger,Financial Data Translation,809,3133
